ジャンルID,パス名,商品属性定義書,商品属性定義詳細グループ,項目名（日本語）,必須/任意,入力方式,推奨値・選択肢の有無,入力フォーマット,最大文字数,日付形式,単位有無,楽天推奨単位,楽天推奨単位一覧,複数値可不可,区切り入力最大数,最小値,最大値,商品ページ内同一値登録対象,並び順
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,21
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,中古状態,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,22
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,販売形態（並行輸入品）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,23
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,販売形態（訳あり）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,24
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,カラー,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,5,-,-,-,25
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,樹種,商品ページ用任意,記述式,あり,STRING,500,-,-,-,-,不可,-,-,-,-,26
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,重量,商品ページ用任意,記述式,なし,NUMBER,-,-,有-記述式,kg,kg,不可,-,0,999999999,-,27
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,耐荷重,商品ページ用任意,記述式,なし,NUMBER,-,-,有-記述式,kg,kg,不可,-,0,999999999,-,28
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,必要工具,商品ページ用任意,記述式,なし,STRING,500,-,-,-,-,不可,-,-,-,-,29
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,ブランド名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,3,-,-,-,30
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,シリーズ名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,31
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,リクライニング有無,商品ページ用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,32
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,配送サービス,商品ページ用任意,記述式,あり,STRING,50,-,-,-,-,可,3,-,-,-,33
566798,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> イス・チェア >> 折りたたみチェア,家具,イス・チェア,サイズ情報,商品ページ用任意,記述式,なし,STRING,500,-,-,-,-,不可,-,-,-,-,34
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,ブランド名,必須,記述式,あり,STRING,100,-,-,-,-,可,3,-,-,-,1
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,メーカー型番,必須,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,2
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,原産国／製造国,必須,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,3
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,代表カラー,必須,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,4
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,インテリアのテイスト,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,5
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,カーテンの遮光タイプ,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,6
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,シリーズ名,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,7
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,遮光,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,8
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,設置場所,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,可,5,-,-,-,9
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,注文方法,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,10
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,本体横幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,11
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,本体高さ,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,12
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,枚数,ナビゲーション用任意,記述式,なし,NUMBER,-,-,-,-,-,不可,-,1,999999999,-,13
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,洗濯表示,ナビゲーション用任意,記述式,あり,STRING,50,-,-,-,-,可,10,-,-,-,14
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,15
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,中古状態,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,16
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,販売形態（並行輸入品）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,17
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,販売形態（訳あり）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,18
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,UVカット,商品ページ用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,19
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,カラー,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,5,-,-,-,20
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,遮熱・保温,商品ページ用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,21
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,断熱,商品ページ用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,22
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,調光機能,商品ページ用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,23
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,ブランド名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,3,-,-,-,24
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,シリーズ名（カナ）,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,25
210131,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーテン,カーテン・壁紙,カーテン_子供部屋,配送サービス,商品ページ用任意,記述式,あり,STRING,50,-,-,-,-,可,3,-,-,-,26
210130,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーペット・ラグ,カーペット・畳,カーペット・ラグ_子供部屋,メーカー型番,必須,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,1
210130,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーペット・ラグ,カーペット・畳,カーペット・ラグ_子供部屋,原産国／製造国,必須,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,2
210130,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーペット・ラグ,カーペット・畳,カーペット・ラグ_子供部屋,代表カラー,必須,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,3
210130,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーペット・ラグ,カーペット・畳,カーペット・ラグ_子供部屋,本体横幅,必須,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,4
210130,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーペット・ラグ,カーペット・畳,カーペット・ラグ_子供部屋,本体縦幅,必須,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm,不可,-,0,999999999,-,5
210130,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーペット・ラグ,カーペット・畳,カーペット・ラグ_子供部屋,キャラクター,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,可,5,-,-,-,6
210130,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーペット・ラグ,カーペット・畳,カーペット・ラグ_子供部屋,ブランド名,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,可,3,-,-,-,7
210130,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーペット・ラグ,カーペット・畳,カーペット・ラグ_子供部屋,最大適用畳数,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,畳,畳,不可,-,0,999999999,-,8
210130,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーペット・ラグ,カーペット・畳,カーペット・ラグ_子供部屋,素材（生地・毛糸）,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,9
210130,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーペット・ラグ,カーペット・畳,カーペット・ラグ_子供部屋,柄,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,可,5,-,-,-,10
210130,インテリア・寝具・収納 >> 子供部屋用インテリア・寝具・収納 >> カーペット・ラグ,カーペット・畳,カーペット・ラグ_子供部屋,防ダニ,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,11
